ido,esperanto,similarity,rank,source
0.40%,rezultoj,0.9819,2144,bert-alignment
0.40%,rilatoj,0.9817,2144,bert-alignment
0.40%,krei,0.9814,2144,bert-alignment
0.41%,vojaĝis,0.9808,2400,bert-alignment
0.41%,danĝera,0.9808,2400,bert-alignment
0.41%,kondukis,0.9806,2400,bert-alignment
0.42%,danĝera,0.9826,2788,bert-alignment
0.42%,teritoria,0.9826,2788,bert-alignment
0.42%,vojaĝis,0.9819,2788,bert-alignment
0.43%,teritoria,0.9805,2314,bert-alignment
0.43%,vojaĝis,0.9803,2314,bert-alignment
0.43%,danĝera,0.9803,2314,bert-alignment
0.44%,danĝera,0.9815,2277,bert-alignment
0.44%,timo,0.9815,2277,bert-alignment
0.44%,vojaĝis,0.9815,2277,bert-alignment
0.45%,danĝera,0.9813,2797,bert-alignment
0.45%,kondukis,0.9811,2797,bert-alignment
0.45%,vojaĝis,0.981,2797,bert-alignment
0.46%,danĝera,0.9829,2699,bert-alignment
0.46%,limo,0.9828,2699,bert-alignment
0.46%,timo,0.9828,2699,bert-alignment
0.47%,danĝera,0.983,2238,bert-alignment
0.47%,vojaĝis,0.9826,2238,bert-alignment
0.47%,teritoria,0.9825,2238,bert-alignment
0.48%,teritoria,0.9818,2550,bert-alignment
0.48%,danĝera,0.9812,2550,bert-alignment
0.48%,kondukis,0.9809,2550,bert-alignment
0.49%,danĝera,0.9825,2640,bert-alignment
0.49%,limo,0.9824,2640,bert-alignment
0.49%,timo,0.9824,2640,bert-alignment
0.5,international,0.9724,817,bert-alignment
0.5,longa,0.9718,817,bert-alignment
0.5,loka,0.9711,817,bert-alignment
0.50%,surloke,0.9805,2533,bert-alignment
0.50%,krei,0.9803,2533,bert-alignment
0.50%,rilatoj,0.9803,2533,bert-alignment
0.51%,rezervejo,0.9761,2945,bert-alignment
0.51%,produktado,0.975,2945,bert-alignment
0.51%,ukrainio,0.9749,2945,bert-alignment
0.52%,oficiale,0.975,2723,bert-alignment
0.52%,rezervejo,0.9749,2723,bert-alignment
0.52%,specifa,0.9747,2723,bert-alignment
0.53%,religia,0.9766,2749,bert-alignment
0.53%,ekologia,0.9762,2749,bert-alignment
0.53%,konvertado,0.976,2749,bert-alignment
0.54%,specifa,0.9781,2668,bert-alignment
0.54%,religia,0.9778,2668,bert-alignment
0.54%,ukrainio,0.9776,2668,bert-alignment
0.55%,evoluigis,0.9758,2667,bert-alignment
0.55%,grafikisto,0.9748,2667,bert-alignment
0.55%,tekniko,0.9743,2667,bert-alignment
0.56%,rezervejo,0.9779,3075,bert-alignment
0.56%,religia,0.9777,3075,bert-alignment
0.56%,prezentado,0.9773,3075,bert-alignment
0.57%,religia,0.9782,3282,bert-alignment
0.57%,rezervejo,0.9781,3282,bert-alignment
0.57%,kolonia,0.9778,3282,bert-alignment
0.58%,religia,0.9759,2911,bert-alignment
0.58%,evoluigis,0.9755,2911,bert-alignment
0.58%,ekologia,0.9752,2911,bert-alignment
0.59%,specifa,0.9776,3229,bert-alignment
0.59%,ekonomia,0.9775,3229,bert-alignment
0.59%,rifuzis,0.9773,3229,bert-alignment
0.6,eblaj,0.9919,709,bert-alignment
0.6,iloj,0.9912,709,bert-alignment
0.6,eŭropa,0.9911,709,bert-alignment
0.60%,rezultoj,0.9816,2861,bert-alignment
0.60%,rilatoj,0.9816,2861,bert-alignment
0.60%,krei,0.9809,2861,bert-alignment
0.61%,ekskluzive,0.9807,3091,bert-alignment
0.61%,vojaĝis,0.9806,3091,bert-alignment
0.61%,plibonigi,0.9806,3091,bert-alignment
0.62%,teritoria,0.9813,3166,bert-alignment
0.62%,plibonigi,0.981,3166,bert-alignment
0.62%,ekskluzive,0.9809,3166,bert-alignment
0.63%,teritoria,0.9802,3029,bert-alignment
0.63%,vojaĝis,0.9798,3029,bert-alignment
0.63%,kondukas,0.9795,3029,bert-alignment
0.64%,vojaĝis,0.9826,2996,bert-alignment
0.64%,teritoria,0.9825,2996,bert-alignment
0.64%,ekskluzive,0.982,2996,bert-alignment
0.65%,amerika,0.9805,2946,bert-alignment
0.65%,ekskluzive,0.9804,2946,bert-alignment
0.65%,plibonigi,0.9804,2946,bert-alignment
0.66%,ekskluzive,0.9802,3280,bert-alignment
0.66%,prezentado,0.9802,3280,bert-alignment
0.66%,teritoria,0.9799,3280,bert-alignment
0.67%,ekskluzive,0.982,3281,bert-alignment
0.67%,teritoria,0.9819,3281,bert-alignment
0.67%,vojaĝis,0.9816,3281,bert-alignment
0.68%,teritoria,0.9805,3370,bert-alignment
0.68%,ekskluzive,0.9799,3370,bert-alignment
0.68%,plibonigi,0.9797,3370,bert-alignment
0.69%,ekskluzive,0.9822,3261,bert-alignment
0.69%,vojaĝis,0.9821,3261,bert-alignment
0.69%,plibonigi,0.982,3261,bert-alignment
0.7,eblaj,0.9924,1177,bert-alignment
0.7,eŭropa,0.9918,1177,bert-alignment
0.7,iloj,0.9915,1177,bert-alignment
0.70%,rilatoj,0.9815,3644,bert-alignment
0.70%,rezultoj,0.9811,3644,bert-alignment
0.70%,rilataj,0.9807,3644,bert-alignment
0.71%,ekskluzive,0.983,3400,bert-alignment
0.71%,danĝera,0.9829,3400,bert-alignment
0.71%,plibonigi,0.9827,3400,bert-alignment
0.72%,teritoria,0.9842,3369,bert-alignment
0.72%,danĝera,0.9837,3369,bert-alignment
0.72%,ekskluzive,0.9836,3369,bert-alignment
0.73%,teritoria,0.9835,3511,bert-alignment
0.73%,danĝera,0.9826,3511,bert-alignment
0.73%,ekskluzive,0.9823,3511,bert-alignment
0.74%,teritoria,0.9852,3490,bert-alignment
0.74%,danĝera,0.985,3490,bert-alignment
0.74%,dekstre,0.9849,3490,bert-alignment
0.75%,efika,0.9813,3784,bert-alignment
0.75%,irana,0.9813,3784,bert-alignment
0.75%,krei,0.9812,3784,bert-alignment
0.76%,ekskluzive,0.9849,3763,bert-alignment
0.76%,teritoria,0.9847,3763,bert-alignment
0.76%,danĝera,0.9844,3763,bert-alignment
0.77%,teritoria,0.9836,4084,bert-alignment
0.77%,ekskluzive,0.9836,4084,bert-alignment
0.77%,danĝera,0.9835,4084,bert-alignment
0.78%,teritoria,0.9839,4054,bert-alignment
0.78%,ekskluzive,0.983,4054,bert-alignment
0.78%,dekstre,0.9828,4054,bert-alignment
0.79%,dekstre,0.9846,3818,bert-alignment
0.79%,ekskluzive,0.9846,3818,bert-alignment
0.79%,danĝera,0.9846,3818,bert-alignment
0.8,eŭropa,0.9934,860,bert-alignment
0.8,eblaj,0.9932,860,bert-alignment
0.8,iĝi,0.9925,860,bert-alignment
0.80%,krei,0.9811,4268,bert-alignment
0.80%,rilatoj,0.9809,4268,bert-alignment
0.80%,ligita,0.9807,4268,bert-alignment
0.81%,plibonigi,0.9824,3643,bert-alignment
0.81%,ekskluzive,0.9817,3643,bert-alignment
0.81%,dekstre,0.9816,3643,bert-alignment
0.82%,plibonigi,0.983,3854,bert-alignment
0.82%,flankaj,0.9827,3854,bert-alignment
0.82%,teritoria,0.9824,3854,bert-alignment
0.83%,teritoria,0.9824,3879,bert-alignment
0.83%,plibonigi,0.9823,3879,bert-alignment
0.83%,flankaj,0.982,3879,bert-alignment
0.84%,flankaj,0.9835,4556,bert-alignment
0.84%,plibonigi,0.9833,4556,bert-alignment
0.84%,dekstre,0.9832,4556,bert-alignment
0.85%,irana,0.9803,4632,bert-alignment
0.85%,efika,0.9798,4632,bert-alignment
0.85%,varsovio,0.9795,4632,bert-alignment
0.86%,ekskluzive,0.9831,4309,bert-alignment
0.86%,plibonigi,0.983,4309,bert-alignment
0.86%,flankaj,0.9827,4309,bert-alignment
0.87%,ekskluzive,0.9838,3430,bert-alignment
0.87%,dekstre,0.9838,3430,bert-alignment
0.87%,flankaj,0.9836,3430,bert-alignment
0.88%,plibonigi,0.9802,4056,bert-alignment
0.88%,teritoria,0.98,4056,bert-alignment
0.88%,dekstre,0.9796,4056,bert-alignment
0.89%,plibonigi,0.9839,3972,bert-alignment
0.89%,dekstre,0.9837,3972,bert-alignment
0.89%,flankaj,0.9837,3972,bert-alignment
0.9,iloj,0.9895,1007,bert-alignment
0.9,konstruo,0.9889,1007,bert-alignment
0.9,igas,0.9886,1007,bert-alignment
0.90%,ligita,0.9797,4032,bert-alignment
0.90%,unuigita,0.9797,4032,bert-alignment
0.90%,surloke,0.9796,4032,bert-alignment
0.91%,ekskluzive,0.9813,4855,bert-alignment
0.91%,plibonigi,0.9809,4855,bert-alignment
0.91%,danĝera,0.9809,4855,bert-alignment
0.92%,ekskluzive,0.9813,4637,bert-alignment
0.92%,plibonigi,0.9811,4637,bert-alignment
0.92%,danĝera,0.9811,4637,bert-alignment
0.93%,danĝera,0.9806,4085,bert-alignment
0.93%,ekskluzive,0.9805,4085,bert-alignment
0.93%,dekstre,0.9805,4085,bert-alignment
0.94%,danĝera,0.9824,3116,bert-alignment
0.94%,dekstre,0.9824,3116,bert-alignment
0.94%,ekskluzive,0.9821,3116,bert-alignment
0.95%,efika,0.9801,3817,bert-alignment
0.95%,kovras,0.9795,3817,bert-alignment
0.95%,unuo,0.9795,3817,bert-alignment
0.96%,ekskluzive,0.9822,4152,bert-alignment
0.96%,danĝera,0.9815,4152,bert-alignment
0.96%,vojaĝis,0.9811,4152,bert-alignment
0.97%,ekskluzive,0.9826,4591,bert-alignment
0.97%,danĝera,0.9824,4591,bert-alignment
0.97%,dekstre,0.9823,4591,bert-alignment
0.98%,ekskluzive,0.9802,4557,bert-alignment
0.98%,dekstre,0.9801,4557,bert-alignment
0.98%,danĝera,0.9798,4557,bert-alignment
0.99%,irana,0.9805,4267,bert-alignment
0.99%,amila,0.9803,4267,bert-alignment
0.99%,efika,0.9803,4267,bert-alignment
000,nombro,0.9759,316,bert-alignment
000,km,0.9758,316,bert-alignment
000,urban,0.9756,316,bert-alignment
1,une,0.982,320,bert-alignment
1,un,0.9807,320,bert-alignment
1,una,0.9805,320,bert-alignment
"1,",igas,0.9827,3983,bert-alignment
"1,",signifa,0.9817,3983,bert-alignment
"1,",vojaĝis,0.9816,3983,bert-alignment
"1,5",provo,0.9827,3755,bert-alignment
"1,5",alian,0.9823,3755,bert-alignment
"1,5",devis,0.9822,3755,bert-alignment
1.0,version,0.9748,887,bert-alignment
1.0,versio,0.972,887,bert-alignment
1.0,originale,0.9714,887,bert-alignment
1.00%,unuigita,0.9775,4086,bert-alignment
1.00%,veturiloj,0.9761,4086,bert-alignment
1.00%,reformita,0.9758,4086,bert-alignment
1.01%,unuigita,0.9778,4415,bert-alignment
1.01%,renovigita,0.9766,4415,bert-alignment
1.01%,ukrainio,0.9764,4415,bert-alignment
1.02%,unuigita,0.9771,4345,bert-alignment
1.02%,renovigita,0.977,4345,bert-alignment
1.02%,reformita,0.9767,4345,bert-alignment
1.03%,unuigita,0.9793,4856,bert-alignment
1.03%,reformita,0.9787,4856,bert-alignment
1.03%,veturiloj,0.9784,4856,bert-alignment
1.05%,renovigita,0.9761,4443,bert-alignment
1.05%,ukrainio,0.9759,4443,bert-alignment
1.05%,evoluigis,0.9753,4443,bert-alignment
1.08%,renovigita,0.9747,4485,bert-alignment
1.08%,unuigita,0.9746,4485,bert-alignment
1.08%,demografia,0.9745,4485,bert-alignment
1.09%,unuigita,0.9781,4759,bert-alignment
1.09%,reformita,0.9772,4759,bert-alignment
1.09%,forigita,0.9767,4759,bert-alignment
1.1,leiden,0.9816,1118,bert-alignment
1.1,faris,0.9815,1118,bert-alignment
1.1,reta,0.9814,1118,bert-alignment
1.14%,unuigita,0.9826,4810,bert-alignment
1.14%,forigita,0.9824,4810,bert-alignment
1.14%,reformita,0.9821,4810,bert-alignment
1.2,metas,0.9771,1256,bert-alignment
1.2,leiden,0.977,1256,bert-alignment
1.2,absoluta,0.9768,1256,bert-alignment
1.3,absoluta,0.9757,1296,bert-alignment
1.3,fari,0.974,1296,bert-alignment
1.3,fondi,0.974,1296,bert-alignment
1.4,celo,0.9796,1553,bert-alignment
1.4,nove,0.9792,1553,bert-alignment
1.4,fari,0.979,1553,bert-alignment
1.5,absoluta,0.9842,1366,bert-alignment
1.5,real,0.9837,1366,bert-alignment
1.5,unuiĝis,0.9826,1366,bert-alignment
1.6,absoluta,0.9806,1389,bert-alignment
1.6,migra,0.9793,1389,bert-alignment
1.6,baza,0.979,1389,bert-alignment
1.7,fari,0.9789,2125,bert-alignment
1.7,absoluta,0.9777,2125,bert-alignment
1.7,loka,0.9769,2125,bert-alignment
1.8,faris,0.9826,2346,bert-alignment
1.8,celo,0.9819,2346,bert-alignment
1.8,alian,0.9819,2346,bert-alignment
1.9,nove,0.9843,1822,bert-alignment
1.9,celo,0.9841,1822,bert-alignment
1.9,provo,0.9837,1822,bert-alignment
10,scott,0.9733,341,bert-alignment
10,vojaĝis,0.9722,341,bert-alignment
10,forigita,0.9722,341,bert-alignment
10%,absoluta,0.9731,4954,bert-alignment
10%,kilometro,0.9725,4954,bert-alignment
10%,tio,0.9718,4954,bert-alignment
10.0%,veturiloj,0.9733,1332,bert-alignment
10.0%,klarigas,0.973,1332,bert-alignment
10.0%,renomita,0.9728,1332,bert-alignment
10.1%,vojaĝis,0.9774,1769,bert-alignment
10.1%,danĝera,0.977,1769,bert-alignment
10.1%,ekskluzive,0.9768,1769,bert-alignment
10.2%,flankaj,0.9777,1631,bert-alignment
10.2%,rando,0.9775,1631,bert-alignment
10.2%,ekskluzive,0.9775,1631,bert-alignment
10.3%,klarigas,0.9805,1608,bert-alignment
10.3%,vojaĝis,0.9804,1608,bert-alignment
10.3%,frekventis,0.9796,1608,bert-alignment
10.4%,forigita,0.9796,2105,bert-alignment
10.4%,vojaĝis,0.9791,2105,bert-alignment
10.4%,forigis,0.9788,2105,bert-alignment
10.5%,evoluigis,0.9771,1558,bert-alignment
10.5%,organizi,0.9751,1558,bert-alignment
10.5%,rando,0.9751,1558,bert-alignment
10.6%,vizitis,0.9761,1720,bert-alignment
10.6%,rezervejo,0.9756,1720,bert-alignment
10.6%,prezentado,0.9755,1720,bert-alignment
10.7%,vojaĝis,0.978,1600,bert-alignment
10.7%,danĝera,0.9779,1600,bert-alignment
10.7%,klarigas,0.9778,1600,bert-alignment
10.8%,evoluigis,0.9749,1509,bert-alignment
10.8%,disvastigita,0.9743,1509,bert-alignment
10.8%,evoluis,0.9735,1509,bert-alignment
10.9%,disvastigita,0.974,1632,bert-alignment
10.9%,grafikisto,0.9737,1632,bert-alignment
10.9%,vojaĝis,0.9737,1632,bert-alignment
100,cent,0.9795,64,bert-alignment
100,iso,0.9774,64,bert-alignment
100,formita,0.9771,64,bert-alignment
100.0,scott,0.9817,2535,bert-alignment
100.0,destinita,0.981,2535,bert-alignment
100.0,reformita,0.9809,2535,bert-alignment
100.00%,scott,0.9833,1528,bert-alignment
100.00%,forigita,0.9828,1528,bert-alignment
100.00%,transigo,0.9826,1528,bert-alignment
1000,nombro,0.9717,1681,bert-alignment
1000,modelo,0.9714,1681,bert-alignment
1000,urban,0.9709,1681,bert-alignment
101,nombro,0.9748,2236,bert-alignment
101,modelo,0.9725,2236,bert-alignment
101,old,0.9718,2236,bert-alignment
102,faris,0.9725,2413,bert-alignment
102,sian,0.9721,2413,bert-alignment
102,tute,0.9715,2413,bert-alignment
103,sir,0.9783,2396,bert-alignment
103,absoluta,0.9778,2396,bert-alignment
103,juna,0.9772,2396,bert-alignment
104,sir,0.9784,2746,bert-alignment
104,absoluta,0.9777,2746,bert-alignment
104,iso,0.9774,2746,bert-alignment
105,tute,0.9783,1932,bert-alignment
105,tio,0.9782,1932,bert-alignment
105,absoluta,0.9782,1932,bert-alignment
106,nombro,0.9737,2488,bert-alignment
106,absoluta,0.9729,2488,bert-alignment
106,kreis,0.9724,2488,bert-alignment
107,center,0.9749,2297,bert-alignment
107,absoluta,0.9733,2297,bert-alignment
107,tio,0.9731,2297,bert-alignment
108,kilometro,0.9788,2329,bert-alignment
108,faris,0.9783,2329,bert-alignment
108,preparado,0.9778,2329,bert-alignment
109,brod,0.9734,2395,bert-alignment
109,absoluta,0.9728,2395,bert-alignment
109,nombro,0.9722,2395,bert-alignment
10ma,episkopa,0.9834,274,bert-alignment
10ma,baptisto,0.9832,274,bert-alignment
10ma,scott,0.9831,274,bert-alignment
11,eniras,0.9669,436,bert-alignment
11,eniris,0.9661,436,bert-alignment
11,integrita,0.9656,436,bert-alignment
11.0%,limo,0.975,1911,bert-alignment
11.0%,irana,0.975,1911,bert-alignment
11.0%,klarigas,0.9749,1911,bert-alignment
11.1%,evoluigis,0.975,1385,bert-alignment
11.1%,rezervejo,0.9743,1385,bert-alignment
11.1%,publikigo,0.974,1385,bert-alignment
11.2%,evoluigis,0.975,1772,bert-alignment
11.2%,rezervejo,0.9749,1772,bert-alignment
11.2%,rando,0.9749,1772,bert-alignment
11.3%,evoluigis,0.9785,1719,bert-alignment
11.3%,klarigas,0.9783,1719,bert-alignment
11.3%,rando,0.9782,1719,bert-alignment
11.4%,eniras,0.9767,1814,bert-alignment
11.4%,forigita,0.9766,1814,bert-alignment
11.4%,vizitis,0.9766,1814,bert-alignment
11.5%,evoluigis,0.9761,1613,bert-alignment
11.5%,kreskas,0.974,1613,bert-alignment
11.5%,kreskis,0.9739,1613,bert-alignment
11.6%,evoluigis,0.9726,1891,bert-alignment
11.6%,rezervejo,0.9724,1891,bert-alignment
11.6%,kreskis,0.9723,1891,bert-alignment
11.7%,eniras,0.9747,1910,bert-alignment
11.7%,rezervejo,0.9746,1910,bert-alignment
11.7%,evoluigis,0.9746,1910,bert-alignment
11.8%,evoluigis,0.9731,1633,bert-alignment
11.8%,disvastigita,0.9716,1633,bert-alignment
11.8%,evoluis,0.9715,1633,bert-alignment
11.9%,kreskanta,0.972,1824,bert-alignment
11.9%,muzikisto,0.9719,1824,bert-alignment
11.9%,kreskis,0.9718,1824,bert-alignment
110,nombro,0.9752,1790,bert-alignment
110,absoluta,0.9751,1790,bert-alignment
110,tio,0.975,1790,bert-alignment
111,nombro,0.9777,2234,bert-alignment
111,absoluta,0.9754,2234,bert-alignment
111,antal,0.9746,2234,bert-alignment
112,reta,0.9755,2414,bert-alignment
112,preparado,0.9741,2414,bert-alignment
112,antal,0.9737,2414,bert-alignment
113,kie,0.9757,2249,bert-alignment
113,absoluta,0.9748,2249,bert-alignment
113,versio,0.9748,2249,bert-alignment
114,juna,0.9769,2526,bert-alignment
114,kreis,0.9761,2526,bert-alignment
114,reta,0.9752,2526,bert-alignment
115,kreis,0.9767,2039,bert-alignment
115,juna,0.9765,2039,bert-alignment
115,rara,0.9764,2039,bert-alignment
116,faris,0.9742,2508,bert-alignment
116,antal,0.9739,2508,bert-alignment
116,organizado,0.9738,2508,bert-alignment
117,nombro,0.9663,2186,bert-alignment
117,king,0.965,2186,bert-alignment
117,christian,0.9638,2186,bert-alignment
118,version,0.97,2355,bert-alignment
118,statistika,0.9699,2355,bert-alignment
118,nombro,0.9696,2355,bert-alignment
119,organizado,0.9719,2796,bert-alignment
119,minor,0.9713,2796,bert-alignment
119,rara,0.9712,2796,bert-alignment
11ma,emma,0.9815,315,bert-alignment
11ma,portugala,0.981,315,bert-alignment
11ma,episkopa,0.9807,315,bert-alignment
12,kolektis,0.973,419,bert-alignment
12,vojaĝis,0.973,419,bert-alignment
12,originala,0.9726,419,bert-alignment
12.0%,klarigas,0.9753,1652,bert-alignment
12.0%,rando,0.9752,1652,bert-alignment
12.0%,flankaj,0.975,1652,bert-alignment
12.1%,rezervejo,0.977,1861,bert-alignment
12.1%,danĝera,0.9769,1861,bert-alignment
12.1%,evoluigis,0.9767,1861,bert-alignment
12.2%,flankaj,0.9772,1970,bert-alignment
12.2%,rando,0.9764,1970,bert-alignment
12.2%,centro-valo,0.976,1970,bert-alignment
12.3%,flankaj,0.9806,2139,bert-alignment
12.3%,klarigas,0.9805,2139,bert-alignment
12.3%,rando,0.9795,2139,bert-alignment
12.4%,flankaj,0.9796,2146,bert-alignment
12.4%,klarigas,0.9787,2146,bert-alignment
12.4%,vojaĝis,0.9786,2146,bert-alignment
12.5%,evoluigis,0.9771,1507,bert-alignment
12.5%,rando,0.9759,1507,bert-alignment
12.5%,centro-valo,0.9758,1507,bert-alignment
12.6%,rezervejo,0.9739,2534,bert-alignment
12.6%,prezentado,0.9739,2534,bert-alignment
12.6%,vizitis,0.9737,2534,bert-alignment
12.7%,rando,0.9758,2333,bert-alignment
12.7%,klarigas,0.9757,2333,bert-alignment
12.7%,centro-valo,0.9754,2333,bert-alignment
12.8%,evoluigis,0.9735,2159,bert-alignment
12.8%,disvastigita,0.9727,2159,bert-alignment
12.8%,evoluis,0.9723,2159,bert-alignment
12.9%,komercisto,0.9733,1849,bert-alignment
12.9%,disvastigita,0.9732,1849,bert-alignment
12.9%,grafikisto,0.973,1849,bert-alignment
120,antal,0.9761,1383,bert-alignment
120,fama,0.9758,1383,bert-alignment
120,urban,0.9751,1383,bert-alignment
121,antal,0.974,2412,bert-alignment
121,originale,0.9724,2412,bert-alignment
121,versio,0.9721,2412,bert-alignment
122,antal,0.9724,2566,bert-alignment
122,reta,0.9709,2566,bert-alignment
122,pozicion,0.9707,2566,bert-alignment
123,organizado,0.9706,2290,bert-alignment
123,antal,0.969,2290,bert-alignment
123,originale,0.9688,2290,bert-alignment
124,juna,0.973,2568,bert-alignment
124,reta,0.9725,2568,bert-alignment
124,leiden,0.972,2568,bert-alignment
125,modelo,0.9781,1974,bert-alignment
125,konstruigis,0.9777,1974,bert-alignment
125,urban,0.9775,1974,bert-alignment
126,sano,0.9741,2696,bert-alignment
126,brod,0.9737,2696,bert-alignment
126,juna,0.9736,2696,bert-alignment
127,antal,0.9686,3042,bert-alignment
127,statistika,0.9678,3042,bert-alignment
127,general,0.9675,3042,bert-alignment
128,faris,0.9782,2464,bert-alignment
128,preparado,0.9778,2464,bert-alignment
128,kilometro,0.9771,2464,bert-alignment
129,juna,0.9694,2762,bert-alignment
129,statistika,0.9693,2762,bert-alignment
129,antal,0.9685,2762,bert-alignment
12ma,episkopa,0.9839,295,bert-alignment
12ma,baptisto,0.9828,295,bert-alignment
12ma,teritoria,0.9825,295,bert-alignment
13,integrita,0.9665,501,bert-alignment
13,tre,0.9663,501,bert-alignment
13,juron,0.9661,501,bert-alignment
13.0%,klarigas,0.9746,1943,bert-alignment
13.0%,gastejo,0.9745,1943,bert-alignment
13.0%,irana,0.9738,1943,bert-alignment
13.1%,rezervejo,0.9747,2104,bert-alignment
13.1%,evoluigis,0.9742,2104,bert-alignment
13.1%,prezentado,0.9738,2104,bert-alignment
13.2%,rezervejo,0.9753,2041,bert-alignment
13.2%,centro-valo,0.9752,2041,bert-alignment
13.2%,flankaj,0.9749,2041,bert-alignment
13.3%,klarigas,0.9768,1641,bert-alignment
13.3%,flankaj,0.976,1641,bert-alignment
13.3%,evoluigis,0.9758,1641,bert-alignment
13.4%,vojaĝis,0.9748,2383,bert-alignment
13.4%,rezervejo,0.9747,2383,bert-alignment
13.4%,klarigas,0.9747,2383,bert-alignment
13.5%,evoluigis,0.9758,2330,bert-alignment
13.5%,evoluis,0.9737,2330,bert-alignment
13.5%,centro-valo,0.9735,2330,bert-alignment
13.6%,prezentado,0.9723,1863,bert-alignment
13.6%,rezervejo,0.9722,1863,bert-alignment
13.6%,evoluigis,0.9715,1863,bert-alignment
13.7%,rezervejo,0.9732,2195,bert-alignment
13.7%,prezentado,0.9729,2195,bert-alignment
13.7%,integrita,0.9729,2195,bert-alignment
